tag,step,value
hp_metric,0,-1.0
hp_metric,0,-1.0
train_gen_l1,24099,0.004263173323124647
train_gen_l1,24149,0.004107263870537281
train_gen_l1,24199,0.003099608002230525
train_gen_l1,24249,0.0037277049850672483
train_gen_l1,24299,0.0034299257677048445
train_gen_l1,24349,0.0032681822776794434
train_gen_l1,24399,0.0024113289546221495
train_gen_l1,24449,0.0023663239553570747
train_gen_l1,24499,0.003971483558416367
train_gen_l1,24549,0.0027438397519290447
train_gen_l1,24599,0.0030759205110371113
train_gen_l1,24649,0.0031940769404172897
train_gen_l1,24699,0.00311621418222785
train_gen_l1,24749,0.004463172517716885
train_gen_l1,24799,0.0033704470843076706
train_gen_l1,24849,0.004082771018147469
train_gen_l1,24899,0.0029502843972295523
train_gen_l1,24949,0.0031796330586075783
train_gen_l1,24999,0.004057864658534527
train_gen_l1,25049,0.0013598981313407421
train_gen_l1,25099,0.003202640451490879
train_gen_l1,25149,0.004053584299981594
train_gen_l1,25199,0.0033304530661553144
train_gen_l1,25249,0.0019034718861803412
train_gen_l1,25299,0.0034839711152017117
train_gen_l1,25349,0.002545085269957781
train_gen_l1,25399,0.002975441049784422
train_gen_l1,25449,0.002081195591017604
train_gen_l1,25499,0.002494341693818569
train_gen_l1,25549,0.00390021875500679
train_gen_l1,25599,0.0031345682218670845
train_gen_l1,25649,0.002209131373092532
train_gen_l1,25699,0.002731919987127185
train_gen_l1,25749,0.0030355420894920826
train_gen_l1,25799,0.0020496277138590813
train_gen_l1,25849,0.0023731726687401533
train_gen_l1,25899,0.00499031413346529
train_gen_l1,25949,0.004558357875794172
train_gen_l1,25999,0.0034847124479711056
train_gen_l1,26049,0.00233154883608222
train_gen_l1,26099,0.0032774365972727537
train_gen_l1,26149,0.003497382393106818
train_gen_l1,26199,0.003039670642465353
train_gen_l1,26249,0.002532576909288764
train_gen_l1,26299,0.005424804985523224
train_gen_l1,26349,0.004484931938350201
train_gen_l1,26399,0.0026829647831618786
train_gen_l1,26449,0.0027385938446968794
train_gen_l1,26499,0.0022157926578074694
train_gen_l1,26549,0.0027254167944192886
train_gen_l1,26599,0.0020908783189952374
train_gen_l1,26649,0.0021656514145433903
train_gen_l1,26699,0.0038545504212379456
train_gen_l1,26749,0.0029010972939431667
train_gen_l1,26799,0.0034684117417782545
train_gen_l1,26849,0.0029409360140562057
train_gen_l1,26899,0.0033303031232208014
train_gen_l1,26949,0.003416235325857997
train_gen_l1,26999,0.003805863671004772
train_gen_l1,27049,0.004475349094718695
train_gen_l1,27099,0.00303040724247694
train_gen_l1,27149,0.002962160389870405
train_gen_l1,27199,0.004665663465857506
train_gen_l1,27249,0.0033872462809085846
train_gen_l1,27299,0.002346781548112631
train_gen_l1,27349,0.0048594968393445015
train_gen_l1,27399,0.004517199471592903
train_gen_l1,27449,0.0036136298440396786
train_gen_l1,27499,0.001962027046829462
train_gen_l1,27549,0.002757543232291937
train_gen_l1,27599,0.0018830937333405018
train_gen_l1,27649,0.0032843397930264473
train_gen_l1,27699,0.003711465746164322
train_gen_l1,27749,0.0033313329331576824
train_gen_l1,27799,0.005046726670116186
train_gen_l1,27849,0.0024611358530819416
train_gen_l1,27899,0.003796382574364543
train_gen_l1,27949,0.002944947686046362
train_gen_l1,27999,0.004430056549608707
train_gen_l1,28049,0.003776889992877841
train_gen_l1,28099,0.002581024542450905
train_gen_l1,28149,0.0025065001100301743
train_gen_l1,28199,0.0038819927722215652
train_gen_l1,28249,0.003806809661909938
train_gen_l1,28299,0.0021456810645759106
train_gen_l1,28349,0.0040627745911479
train_gen_l1,28399,0.002051880583167076
train_gen_l1,28449,0.0035026061814278364
train_gen_l1,28499,0.0026408559642732143
train_gen_l1,28549,0.0033708426635712385
train_gen_l1,28599,0.003302359487861395
train_gen_l1,28649,0.001478505670093
train_gen_l1,28699,0.005803957581520081
train_gen_l1,28749,0.003197395009920001
train_gen_l1,28799,0.004182692617177963
train_gen_l1,28849,0.0023331986740231514
train_gen_l1,28899,0.0026992266066372395
train_gen_l1,28949,0.004197738133370876
train_gen_l1,28999,0.002973868977278471
train_gen_l1,29049,0.003962852992117405
train_gen_l1,29099,0.0017082233680412173
train_gen_l1,29149,0.0025875410065054893
train_gen_l1,29199,0.0010415357537567616
train_gen_l1,29249,0.0022184590343385935
train_gen_l1,29299,0.004116000607609749
train_gen_l1,29349,0.0016211585607379675
train_gen_l1,29399,0.0022625529672950506
train_gen_l1,29449,0.0035116132348775864
train_gen_l1,29499,0.0033674873411655426
